start_date_local,name,type,moving_time,distance,elapsed_time,total_elevation_gain,max_speed,average_speed,max_heartrate,average_heartrate,average_cadence,calories,icu_average_watts,icu_normalized_watts,icu_joules,icu_training_load,pace,icu_fatigue,icu_fitness,icu_eftp,hr_z1_secs,hr_z2_secs,hr_z3_secs,hr_z4_secs,hr_z5_secs,hr_z6_secs,hr_z7_secs,z1_secs,z2_secs,z3_secs,z4_secs,z5_secs,z6_secs,z7_secs,sweet_spot_secs,icu_weight
2022-08-23T16:21:18,Afternoon Ride,Ride,4801,36085,5021,429,20.262,7.516,173,138,88.83531,796,141,183,680960,86,7.5161424,88.740585,61.999397,228,1763,2057,104,465,149,240,0,1683,1441,846,322,230,206,50,384,66
2022-08-23T15:29:11,Afternoon Ride,Ride,702,3942.5,741,20,9.284,5.616,115,102,,81,,,,4,5.616097,88.740585,61.999397,228,701,0,0,0,0,0,0,,,,,,,,,66
2022-08-23T08:55:10,Morning Ride,Ride,769,3876.9,851,36,8.25,5.041,134,110,,107,,,,6,5.0414824,88.740585,61.999397,228,750,11,0,0,0,0,0,,,,,,,,,66
2022-08-22T17:29:39,Afternoon Ride,Ride,6701,44100.8,7252,875,21.718,6.581,171,138,88.57228,1161,149,195,996932,136,6.581227,87.62579,61.180145,228,2770,951,987,1514,414,49,0,2426,1157,976,877,818,405,11,837,66
2022-08-22T10:25:25,Morning Ride,Ride,670,3987.8,699,21,9.16,5.952,139,117,,107,,,,6,5.9519405,87.62579,61.180145,228,638,29,0,0,0,0,0,,,,,,,,,66
2022-08-22T08:59:26,Morning Ride,Ride,772,3938.6,932,38,8.637,5.102,126,103,,88,,,,5,5.101814,87.62579,61.180145,228,770,0,0,0,0,0,0,,,,,,,,,66
2022-08-20T07:23:42,Morning Ride,Ride,12403,92525.3,12787,1267,19.694,7.46,169,140,88.544106,2202,152,176,1900133,205,7.459913,90.56407,60.53662,228,3054,6017,2247,896,163,2,0,2931,4524,3237,1019,395,201,72,1661,66
2022-08-19T15:00:40,Afternoon Ride,Ride,2783,19735.1,2848,156,17.178,7.091,148,128,89.203636,385,114,133,319087,26,7.0913043,72.990715,57.055744,228,1579,1172,8,0,0,0,0,1496,930,229,65,15,7,0,109,66
2022-08-18T07:57:53,Morning Ride,Ride,8949,50328.8,10271,1319,18.29,5.624,179,146,82.00917,1491,142,187,1277523,167,5.623958,80.20685,57.80404,228,2433,1313,1021,2243,970,630,308,3172,1562,1587,1446,839,304,8,1407,66
2022-08-17T06:12:30,Morning Ride,Ride,6699,52238.6,7078,385,16.62,7.798,165,139,88.269936,1158,148,171,998534,104,7.7979703,66.878456,55.172935,228,1488,3685,1195,300,1,0,0,1571,2862,1708,262,146,79,27,529,66
2022-08-16T13:51:40,Afternoon Ride,Ride,6040,45129.9,6905,599,19.808,7.472,178,140,87.61363,1051,147,187,903270,112,7.4718375,61.177883,53.996437,228,1949,1878,930,623,218,210,223,1797,1290,1289,831,614,180,5,975,66
2022-08-16T07:02:25,Morning Ride,Ride,1643,10660.2,1740,128,15.16,6.488,151,117,83.3453,224,111,146,185064,19,6.488253,61.177883,53.996437,222,1230,364,36,0,0,0,0,903,342,284,65,30,6,0,150,66
2022-08-15T06:37:13,Morning Ride,Ride,4012,32242.2,4188,231,14.984,8.036,151,134,86.34102,678,143,160,583220,54,8.036441,50.45565,52.141018,222,1086,2823,90,0,0,0,0,959,1728,1113,110,33,35,1,356,66
2022-08-13T15:45:44,Afternoon Ride,Ride,902,5403.5,902,35,9.05,5.991,148,113,,126,,,,8,5.9905763,57.576,53.351498,223,800,97,2,0,0,0,0,,,,,,,,,66
2022-08-13T12:41:19,Lunch Ride,Ride,1032,5586.5,1049,60,8.099,5.413,140,107,,124,,,,7,5.4132752,57.576,53.351498,223,1004,35,0,0,0,0,0,,,,,,,,,66
2022-08-12T06:14:35,Morning Ride,Ride,3919,29571.1,3988,239,16.562,7.546,155,132,87.27107,607,129,149,508066,46,7.5455728,64.11418,54.275585,223,1681,2012,215,8,0,0,0,1380,1663,656,117,51,38,0,248,66
2022-08-11T17:24:16,Afternoon Hike,Hike,7336,13530.6,7766,254,21.552,1.844,134,99,51.06523,651,,,,38,1.844411,66.89589,54.474987,,7139,0,0,0,0,0,0,,,,,,,,,66
2022-08-11T10:37:17,Morning Ride,Ride,679,4590.9,723,41,10.158,6.761,,,,139,,,,,6.761266,66.89589,54.474987,223,,,,,,,,,,,,,,,,66
2022-08-11T08:00:06,Morning Ride,Ride,823,4681.6,924,47,10.33,5.688,,,,146,,,,,5.688457,66.89589,54.474987,223,,,,,,,,,,,,,,,,66
2022-08-10T18:16:45,Evening Ride,Ride,5788,40914.4,5972,432,19.284,7.069,163,134,87.5777,871,126,151,733977,70,7.068832,71.33328,54.871956,223,1943,3143,522,108,0,0,0,1836,2611,934,252,43,40,0,435,66
2022-08-09T18:53:42,Evening Ride,Ride,5469,43536.7,5769,249,17.242,7.961,155,132,89.80062,855,132,146,726710,62,7.9606323,71.538025,54.507442,223,2709,2526,214,6,0,0,0,1812,2999,462,145,16,12,9,196,66
2022-08-09T17:15:52,Afternoon Ride,Ride,1089,5489.1,1089,40,9.358,5.041,136,101,,122,,,,7,5.040496,71.538025,54.507442,223,1053,23,0,0,0,0,0,,,,,,,,,66
2022-08-09T16:13:48,Afternoon Weight Training,WeightTraining,3449,,3449,0,0,0,143,92,,246,,,,14,,71.538025,54.507442,,3436,14,0,0,0,0,0,,,,,,,,,66
2022-08-09T14:07:27,Afternoon Ride,Ride,893,4639.6,975,39,9.802,5.195,137,105,,110,,,,6,5.195521,71.538025,54.507442,223,827,58,0,0,0,0,0,,,,,,,,,66
2022-08-09T11:51:48,Lunch Ride,Ride,814,4391,841,35,8.548,5.394,117,96,,82,,,,4,5.394349,71.538025,54.507442,223,805,0,0,0,0,0,0,,,,,,,,,66
2022-08-09T07:58:10,Morning Ride,Ride,841,4621.4,926,47,9.93,5.495,138,107,,99,,,,5,5.495125,71.538025,54.507442,223,810,13,0,0,0,0,0,,,,,,,,,66
2022-08-08T06:57:58,Morning Ride,Ride,3258,22656.82,3516,185.40027,93.9315,6.9143915,141,108,84.6098,,106,131,352256,30,6.954211,67.474396,53.796814,223,3148,147,0,0,0,0,0,1817,1158,173,83,26,1,0,85,66
2022-08-07T20:11:39,Evening Ride,Ride,927,4937.2,1184,54,9.694,5.326,118,98,,90,,,,5,5.325998,73.22915,54.370205,223,924,0,0,0,0,0,0,,,,,,,,,66
2022-08-07T09:14:48,Morning Ride,Ride,835,4675.4,835,41,9.216,5.599,117,94,,75,,,,4,5.5992813,73.22915,54.370205,223,821,0,0,0,0,0,0,,,,,,,,,66
2022-08-06T06:42:14,Morning Ride,Ride,13456,100583,13805,1299,16.214,7.475,169,143,89.58051,2323,148,173,1995459,214,7.4749556,83.0925,55.46341,223,2492,5788,2343,2404,412,18,0,3183,5056,3042,1274,725,115,11,1441,66
2022-08-05T13:23:51,Afternoon Ride,Ride,910,4755,949,28,9.51,5.225,131,112,,122,,,,7,5.2252746,62.98969,51.643433,223,902,0,0,0,0,0,0,,,,,,,,,66
2022-08-05T08:11:55,Morning Ride,Ride,991,4926.5,1049,53,10.904,4.971,109,85,,76,,,,3,4.971241,62.98969,51.643433,223,962,0,0,0,0,0,0,,,,,,,,,66
