TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF FEB 29, 2016 (B)",Adidas : Sneakers Women,180.2,117.5,62.7,0,0,0,0,0,0,0,0
"WEEK OF FEB 29, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.4,0,0,0,0,0,0,0,0,4.4,0
"WEEK OF FEB 29, 2016 (B)",Adidas Sports Performance Store : Sporting Goods Store,17.1,0,0,0,0,0,0,0,0,0,17.1
"WEEK OF FEB 29, 2016 (B)",Adidas Tour 360 Boa Boost : Golf Shoes,425.8,0,0,0,425.8,0,0,0,0,0,0
"WEEK OF FEB 29, 2016 (B)",Adidas Tour 360 Boost : Golf Shoes,262.7,250,12.7,0,0,0,0,0,0,0,0
"WEEK OF MAR 07, 2016 (B)",Adidas : Apparel,0.7,0,0,0.7,0,0,0,0,0,0,0
"WEEK OF MAR 07, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 07, 2016 (B)",Adidas : Athleticwear & Sneakers Women,1755.1,985.2,769.9,0,0,0,0,0,0,0,0
"WEEK OF MAR 07, 2016 (B)",Adidas : Sneakers Women,454,339.4,114,0.7,0,0,0,0,0,0,0
"WEEK OF MAR 07, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.6,0,0,0,0,0,0,0,0,4.6,0
"WEEK OF MAR 07, 2016 (B)",Adidas Tour 360 Boost : Golf Shoes,358.2,342,16.2,0,0,0,0,0,0,0,0
"WEEK OF MAR 14, 2016 (B)",Adidas : Apparel,1.3,0,0,1.3,0,0,0,0,0,0,0
"WEEK OF MAR 14, 2016 (B)",Adidas : Athleticwear & Sneakers Women,231.4,0,231.4,0,0,0,0,0,0,0,0
"WEEK OF MAR 14, 2016 (B)",Adidas : Sneakers Women,32,0,32,0,0,0,0,0,0,0,0
"WEEK OF MAR 14, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.6,0,0,0,0,0,0,0,0,4.6,0
"WEEK OF MAR 14, 2016 (B)",Adidas Tour 360 Boost : Golf Shoes,300,300,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 14, 2016 (B)",Adidas Warehouse : Men & Women,0.6,0,0,0,0,0,0,0.6,0,0,0
"WEEK OF MAR 21, 2016 (B)",Adidas : Athleticwear & Sneakers Women,648.9,291.1,357.8,0,0,0,0,0,0,0,0
"WEEK OF MAR 21, 2016 (B)",Adidas : Sneakers Women,52,0,52,0,0,0,0,0,0,0,0
"WEEK OF MAR 21, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.6,0,0,0,0,0,0,0,0,4.6,0
"WEEK OF MAR 21, 2016 (B)",Adidas Shoe Store : Men & Women,0.8,0,0,0,0,0,0,0.8,0,0,0
"WEEK OF MAR 21, 2016 (B)",Adidas Tour 360 Boost : Golf Shoes,145.7,125,20.7,0,0,0,0,0,0,0,0
"WEEK OF MAR 21, 2016 (B)",Adidas Warehouse : Men & Women,2.7,0,0,0,0,0,0,2.7,0,0,0
"WEEK OF MAR 28, 2016 (B)",Adidas : Apparel,46.8,0,45.5,1.4,0,0,0,0,0,0,0
"WEEK OF MAR 28, 2016 (B)",Adidas : Athleticwear & Sneakers Women,2.1,0,0,0,0,0,0,0,0,0,2.1
"WEEK OF MAR 28, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.8,0,0,0,0,0,0,0,0,3.8,0
"WEEK OF MAR 28, 2016 (B)",Adidas Sports Performance Store : Sporting Goods Store,1.7,0,0,0,0,0,0,0,0,0,1.7
"WEEK OF MAR 28, 2016 (B)",Adidas Tour 360 Boost : Golf Shoes,324.2,324,0.2,0,0,0,0,0,0,0,0
"WEEK OF APR 04, 2016 (B)",Adidas : Apparel,37,0,35,2,0,0,0,0,0,0,0
"WEEK OF APR 04, 2016 (B)",Adidas : Athleticwear & Sneakers Men,17.7,0,17.7,0,0,0,0,0,0,0,0
"WEEK OF APR 04, 2016 (B)",Adidas : Athleticwear Men,34.8,0,34.8,0,0,0,0,0,0,0,0
"WEEK OF APR 04, 2016 (B)",Adidas : Corporate Promotion,15.8,0,15.8,0,0,0,0,0,0,0,0
"WEEK OF APR 04, 2016 (B)",Adidas : Golf Shoes & Jackets Men,35.9,0,35.9,0,0,0,0,0,0,0,0
"WEEK OF APR 04, 2016 (B)",ADIDAS FACTORY OUTLET : Family,2.7,0,0,0,0,0,0,0,0,2.7,0
"WEEK OF APR 04, 2016 (B)",Adidas Giant Tent Sale 2016 : Sponsored Event,2.4,0,0,0,0,0,0,2.4,0,0,0
"WEEK OF APR 11, 2016 (B)",Adidas : Apparel,2,0,0,2,0,0,0,0,0,0,0
"WEEK OF APR 11, 2016 (B)",Adidas Clothing Store : Men & Women,1.6,0,0,0,0,0,0,1.6,0,0,0
"WEEK OF APR 11, 2016 (B)",ADIDAS FACTORY OUTLET : Family,2.7,0,0,0,0,0,0,0,0,2.7,0
"WEEK OF APR 18, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF APR 18, 2016 (B)",ADIDAS FACTORY OUTLET : Family,2.7,0,0,0,0,0,0,0,0,2.7,0
"WEEK OF APR 25, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF APR 25, 2016 (B)",Adidas Clothing Store : Men & Women,10.5,0,0,0,0,0,0,0,0,0,10.5
"WEEK OF APR 25, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3,0,0,0,0,0,0,0,0,3,0
"WEEK OF APR 25, 2016 (B)",Adidas Terrex Swift R GTX : Hiking Shoes Men & Women,85.2,0,0,0,85.2,0,0,0,0,0,0
"WEEK OF APR 25, 2016 (B)",Adidas Tour 360 Boa Boost : Golf Shoes,351.2,0,0,0,351.2,0,0,0,0,0,0
"WEEK OF MAY 02, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 02, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.7,0,0,0,0,0,0,0,0,4.7,0
"WEEK OF MAY 02, 2016 (B)",Adidas Terrex Swift R GTX : Hiking Shoes Men,27.1,0,0,0,27.1,0,0,0,0,0,0
"WEEK OF MAY 02, 2016 (B)",Adidas Terrex Swift R GTX : Hiking Shoes Women,27.1,0,0,0,27.1,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",Adidas : Apparel,17.4,0,17.4,0,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",Adidas : Athleticwear Men,1.9,0,1.9,0,0,0,0,0,0,0,0
"WEEK OF MAY 09, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.7,0,0,0,0,0,0,0,0,4.7,0
"WEEK OF MAY 16, 2016 (B)",Adidas : Apparel,0.8,0,0.8,0,0,0,0,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.7,0,0,0,0,0,0,0,0,4.7,0
"WEEK OF MAY 16, 2016 (B)",Adidas Giant Warehouse Clearance Event 2016 : Sponsored Event,2,0,0,0,0,0,0,2,0,0,0
"WEEK OF MAY 16, 2016 (B)",Adidas Tour 360 Boost : Golf Shoes,22.9,0,22.9,0,0,0,0,0,0,0,0
"WEEK OF MAY 16, 2016 (B)",Adidas Warehouse : Men & Women,1.1,0,0,0,0,0,0,1.1,0,0,0
"WEEK OF MAY 23, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 23, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.7,0,0,0,0,0,0,0,0,4.7,0
"WEEK OF MAY 23, 2016 (B)",Adidas Shoe Store : Men & Women,2.5,0,0,0,0,0,0,2.5,0,0,0
"WEEK OF MAY 30, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0.2,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF MAY 30, 2016 (B)",Adidas : Athleticwear & Sneakers Women,2.1,0,2.1,0,0,0,0,0,0,0,0
"WEEK OF MAY 30, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.4,0,0,0,0,0,0,0,0,4.4,0
"WEEK OF JUN 06, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 06, 2016 (B)",Adidas : Athleticwear & Sneakers Women,2.2,0,2.2,0,0,0,0,0,0,0,0
"WEEK OF JUN 06, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.3,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF JUN 13, 2016 (B)",Adidas : Apparel,16.7,0,16.7,0,0,0,0,0,0,0,0
"WEEK OF JUN 13, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 13, 2016 (B)",Adidas : Athleticwear & Sneakers Women,3.3,0,3.3,0,0,0,0,0,0,0,0
"WEEK OF JUN 13, 2016 (B)",Adidas : Athleticwear Men,4.4,0,4.4,0,0,0,0,0,0,0,0
"WEEK OF JUN 13, 2016 (B)",Adidas : Corporate Promotion,54.6,0,54.6,0,0,0,0,0,0,0,0
"WEEK OF JUN 13, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.3,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF JUN 13, 2016 (B)",Adidas Tour 360 Boost : Golf Shoes,18.7,0,18.7,0,0,0,0,0,0,0,0
"WEEK OF JUN 20, 2016 (B)",Adidas : Athleticwear & Sneakers Women,1.1,0,1.1,0,0,0,0,0,0,0,0
"WEEK OF JUN 20, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.3,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF JUN 20, 2016 (B)",Adidas Tour 360 Boost : Golf Shoes,0.8,0,0.8,0,0,0,0,0,0,0,0
"WEEK OF JUN 27, 2016 (B)",Adidas : Athleticwear & Sneakers Women,4.4,0,4.4,0,0,0,0,0,0,0,0
"WEEK OF JUN 27, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.9,0,0,0,0,0,0,0,0,3.9,0
"WEEK OF JUN 27, 2016 (B)",Adidas Sports Performance Store : Sporting Goods Store,23.3,0,0,0,0,0,0,0,0,0,23.3
"WEEK OF JUN 27, 2016 (B)",Adidas Tour 360 Boost : Golf Shoes,242.2,0,0,0,242.2,0,0,0,0,0,0
"WEEK OF JUL 04, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.3,0,0,0,0,0,0,0,0,3.3,0
"WEEK OF JUL 04, 2016 (B)",Adidas Tent Sale : Sponsored Event,0.7,0,0,0,0,0,0,0.7,0,0,0
"WEEK OF JUL 11, 2016 (B)",Adidas : Apparel,100.6,0,100.6,0,0,0,0,0,0,0,0
"WEEK OF JUL 11, 2016 (B)",Adidas : Athleticwear Men,83.1,0,83.1,0,0,0,0,0,0,0,0
"WEEK OF JUL 11, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.3,0,0,0,0,0,0,0,0,3.3,0
"WEEK OF JUL 18, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.3,0,0,0,0,0,0,0,0,3.3,0
"WEEK OF JUL 25, 2016 (B)",Adidas : Apparel,4.8,0,4.8,0,0,0,0,0,0,0,0
"WEEK OF JUL 25, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0.9,0,0.9,0,0,0,0,0,0,0,0
"WEEK OF JUL 25, 2016 (B)",Adidas : Athleticwear Men,2.9,0,2.9,0,0,0,0,0,0,0,0
"WEEK OF JUL 25, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.3,0,0,0,0,0,0,0,0,3.3,0
"WEEK OF AUG 01, 2016 (B)",Adidas : Athleticwear & Sneakers Men,8.6,0,8.6,0,0,0,0,0,0,0,0
"WEEK OF AUG 01, 2016 (B)",Adidas : Athleticwear Men,1.9,0,1.9,0,0,0,0,0,0,0,0
"WEEK OF AUG 01, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.6,0,0,0,0,0,0,0,0,3.6,0
"WEEK OF AUG 01, 2016 (B)",Adidas Shoe Store : Men & Women,1.4,0,0,0,0,0,0,1.4,0,0,0
"WEEK OF AUG 01, 2016 (B)",Adidas Sports Performance Store : Sporting Goods Store,25.7,0,0,0,0,0,0,0,0,0,25.7
"WEEK OF AUG 01, 2016 (B)",Serevi RugbyTown Sevens/Adidas & World Rugby Shop : Sponsored Event,0.7,0,0,0.7,0,0,0,0,0,0,0
"WEEK OF AUG 08, 2016 (B)",Adidas : Athleticwear Men,147.3,0,147.3,0,0,0,0,0,0,0,0
"WEEK OF AUG 08, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.6,0,0,0,0,0,0,0,0,3.6,0
"WEEK OF AUG 15, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.6,0,0,0,0,0,0,0,0,3.6,0
"WEEK OF AUG 22, 2016 (B)",Adidas : Athleticwear & Sneakers Women,14.4,0,14.4,0,0,0,0,0,0,0,0
"WEEK OF AUG 22, 2016 (B)",Adidas Clothing Store : Men & Women,1.3,0,0,0,0,0,0,1.3,0,0,0
"WEEK OF AUG 22, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.6,0,0,0,0,0,0,0,0,3.6,0
"WEEK OF AUG 22, 2016 (B)",Adidas Tent Sale : Sponsored Event,1.8,0,0,0,0,0,0,1.8,0,0,0
"WEEK OF AUG 22, 2016 (B)",Adidas Warehouse : Men & Women,1.3,0,0,0,0,0,0,1.3,0,0,0
"WEEK OF AUG 22, 2016 (B)",Serevi RugbyTown Sevens/Adidas & World Rugby Shop : Sponsored Event,0.4,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF AUG 29, 2016 (B)",Adidas : Athleticwear & Sneakers Men & Women,321.3,0,321.3,0,0,0,0,0,0,0,0
"WEEK OF AUG 29, 2016 (B)",ADIDAS FACTORY OUTLET : Family,1.9,0,0,0,0,0,0,0,0,1.9,0
"WEEK OF AUG 29, 2016 (B)",Adidas Sports Performance Store : Sporting Goods Store,3.3,0,0,0,0,0,0,0,0,0,3.3
"WEEK OF SEP 05, 2016 (B)",Adidas : Apparel,1583.4,1583.4,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 05, 2016 (B)",Adidas : Athleticwear & Sneakers Men & Women,298.9,0,298.9,0,0,0,0,0,0,0,0
"WEEK OF SEP 05, 2016 (B)",Adidas : Athleticwear & Sneakers Women,6,0,6,0,0,0,0,0,0,0,0
"WEEK OF SEP 05, 2016 (B)",Adidas : Athleticwear Men,125.1,0,125.1,0,0,0,0,0,0,0,0
"WEEK OF SEP 05, 2016 (B)",Adidas : Corporate Promotion,8.2,0,8.2,0,0,0,0,0,0,0,0
"WEEK OF SEP 05, 2016 (B)",ADIDAS FACTORY OUTLET : Family,0.6,0,0,0,0,0,0,0,0,0.6,0
"WEEK OF SEP 12, 2016 (B)",Adidas : Athleticwear & Sneakers Men & Women,1648.1,1472.2,175.9,0,0,0,0,0,0,0,0
"WEEK OF SEP 12, 2016 (B)",Adidas : Athleticwear Men,873.4,0,873.4,0,0,0,0,0,0,0,0
"WEEK OF SEP 12, 2016 (B)",Adidas : Corporate Promotion,10.3,0,10.3,0,0,0,0,0,0,0,0
"WEEK OF SEP 12, 2016 (B)",ADIDAS FACTORY OUTLET : Family,0.6,0,0,0,0,0,0,0,0,0.6,0
"WEEK OF SEP 19, 2016 (B)",Adidas : Apparel,1167.8,1167.8,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 19, 2016 (B)",Adidas : Athleticwear & Sneakers Men & Women,378.8,96.6,282.2,0,0,0,0,0,0,0,0
"WEEK OF SEP 19, 2016 (B)",Adidas : Athleticwear Men,721.2,0,721.2,0,0,0,0,0,0,0,0
"WEEK OF SEP 19, 2016 (B)",Adidas : Corporate Promotion,52.9,0,45.2,0,0,0,0,7.7,0,0,0
"WEEK OF SEP 19, 2016 (B)",ADIDAS FACTORY OUTLET : Family,0.6,0,0,0,0,0,0,0,0,0.6,0
"WEEK OF SEP 19, 2016 (B)",University Of NE Cornhuskers Football Team/Adidas : Sponsored Event,20.2,0,0,0,0,0,0,20.2,0,0,0
"WEEK OF SEP 19, 2016 (B)",University Of NE Cornhuskers/Adidas & Kohlls Pharmacy & Homecare Store : Sponsored Event,40.3,0,0,0,0,0,0,40.3,0,0,0
"WEEK OF SEP 26, 2016 (B)",Adidas : Athleticwear & Sneakers Men & Women,742.2,568.8,173.4,0,0,0,0,0,0,0,0
"WEEK OF SEP 26, 2016 (B)",Adidas : Athleticwear Men,767.6,0,767.6,0,0,0,0,0,0,0,0
"WEEK OF SEP 26, 2016 (B)",Adidas : Corporate Promotion,110.3,0,110.3,0,0,0,0,0,0,0,0
"WEEK OF SEP 26, 2016 (B)",Adidas : Sneakers Men & Women,213.1,213.1,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 26, 2016 (B)",ADIDAS FACTORY OUTLET : Family,1.8,0,0,0,0,0,0,0,0,1.8,0
"WEEK OF SEP 26, 2016 (B)",Adidas Sports Performance Store : Sporting Goods Store,45.3,0,0,0,0,0,0,0,0,0,45.3
"WEEK OF SEP 26, 2016 (B)",Adidas Terrex Swift R : Hiking Shoes Men,27.1,0,0,0,27.1,0,0,0,0,0,0
"WEEK OF SEP 26, 2016 (B)",Adidas Terrex Swift R GTX : Hiking Shoes Men & Women,27.1,0,0,0,27.1,0,0,0,0,0,0
"WEEK OF OCT 03, 2016 (B)",Adidas : Athleticwear & Sneakers Men & Women,632.5,178.7,453.8,0,0,0,0,0,0,0,0
"WEEK OF OCT 03, 2016 (B)",Adidas : Athleticwear Men,327.9,0,327.9,0,0,0,0,0,0,0,0
"WEEK OF OCT 03, 2016 (B)",Adidas : Corporate Promotion,578.5,568.8,9.7,0,0,0,0,0,0,0,0
"WEEK OF OCT 03, 2016 (B)",Adidas : Sneakers Men & Women,505,505,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 03, 2016 (B)",ADIDAS FACTORY OUTLET : Family,5,0,0,0,0,0,0,0,0,5,0
"WEEK OF OCT 03, 2016 (B)",Adidas Shoe Store : Men & Women,8.4,0,0,0,0,0,0,8.4,0,0,0
"WEEK OF OCT 10, 2016 (B)",Adidas : Athleticwear & Sneakers Men,58.8,0,58.8,0,0,0,0,0,0,0,0
"WEEK OF OCT 10, 2016 (B)",Adidas : Athleticwear & Sneakers Men & Women,650.1,596.9,53.2,0,0,0,0,0,0,0,0
"WEEK OF OCT 10, 2016 (B)",Adidas : Athleticwear Men,77.4,0,77.4,0,0,0,0,0,0,0,0
"WEEK OF OCT 10, 2016 (B)",Adidas : Corporate Promotion,17.6,0,17.6,0,0,0,0,0,0,0,0
"WEEK OF OCT 10, 2016 (B)",ADIDAS FACTORY OUTLET : Family,5,0,0,0,0,0,0,0,0,5,0
"WEEK OF OCT 17, 2016 (B)",Adidas : Athleticwear & Sneakers Men,98.2,0,98.2,0,0,0,0,0,0,0,0
"WEEK OF OCT 17, 2016 (B)",Adidas : Athleticwear & Sneakers Men & Women,1013,693.6,319.4,0,0,0,0,0,0,0,0
"WEEK OF OCT 17, 2016 (B)",Adidas : Athleticwear Men,431.5,0,431.5,0,0,0,0,0,0,0,0
"WEEK OF OCT 17, 2016 (B)",Adidas : Corporate Promotion,945.3,801.2,140.5,3.7,0,0,0,0,0,0,0
"WEEK OF OCT 17, 2016 (B)",Adidas : Sneakers Men & Women,505,505,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 17, 2016 (B)",ADIDAS FACTORY OUTLET : Family,5,0,0,0,0,0,0,0,0,5,0
"WEEK OF OCT 17, 2016 (B)",Adidas Warehouse : Men & Women,0.5,0,0,0,0,0,0,0.5,0,0,0
"WEEK OF OCT 24, 2016 (B)",Adidas : Apparel,1200,1200,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Adidas : Athleticwear & Sneakers Men,78.6,0,78.6,0,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Adidas : Athleticwear & Sneakers Men & Women,781.8,600,180.8,1,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Adidas : Athleticwear Men,950.3,0,950.3,0,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",Adidas : Corporate Promotion,160.8,87,58.3,0,0,0,0,15.5,0,0,0
"WEEK OF OCT 24, 2016 (B)",Adidas : Soccer Apparel & Shoes,48.5,0,48.5,0,0,0,0,0,0,0,0
"WEEK OF OCT 24, 2016 (B)",ADIDAS FACTORY OUTLET : Family,5,0,0,0,0,0,0,0,0,5,0
"WEEK OF OCT 31, 2016 (B)",Adidas : Apparel,48.4,48.4,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",Adidas : Athleticwear & Sneakers Men,69.4,0,69.4,0,0,0,0,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",Adidas : Athleticwear & Sneakers Men & Women,79.5,0,79.5,0,0,0,0,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",Adidas : Athleticwear Men,289.2,0,289.2,0,0,0,0,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",Adidas : Corporate Promotion,81.1,0,81.1,0,0,0,0,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",Adidas : Soccer Shoes,48.5,46,2.5,0,0,0,0,0,0,0,0
"WEEK OF OCT 31, 2016 (B)",ADIDAS AMERICA STORE,12.1,0,0,0,0,0,0,0,0,0,12.1
"WEEK OF OCT 31, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.4,0,0,0,0,0,0,0,0,4.4,0
"WEEK OF OCT 31, 2016 (B)",Adidas Sports Performance Store : Sporting Goods Store,9.7,0,0,0,0,0,0,0,0,0,9.7
"WEEK OF NOV 07, 2016 (B)",Adidas : Athleticwear & Sneakers Men & Women,163.2,0,163.2,0,0,0,0,0,0,0,0
"WEEK OF NOV 07, 2016 (B)",Adidas : Athleticwear Men,84.4,0,84.4,0,0,0,0,0,0,0,0
"WEEK OF NOV 07, 2016 (B)",Adidas : Corporate Promotion,99.3,0,99.3,0,0,0,0,0,0,0,0
"WEEK OF NOV 07, 2016 (B)",Adidas : Sneakers Men,433.1,0,433.1,0,0,0,0,0,0,0,0
"WEEK OF NOV 07, 2016 (B)",Adidas : Soccer Shoes,49.2,0,49.2,0,0,0,0,0,0,0,0
"WEEK OF NOV 07, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.3,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF NOV 14, 2016 (B)",Adidas : Athleticwear Men,15.1,0,15.1,0,0,0,0,0,0,0,0
"WEEK OF NOV 14, 2016 (B)",Adidas : Corporate Promotion,202.5,0,202.5,0,0,0,0,0,0,0,0
"WEEK OF NOV 14, 2016 (B)",Adidas : Sneakers Men,180.3,0,180.3,0,0,0,0,0,0,0,0
"WEEK OF NOV 14, 2016 (B)",Adidas : Soccer Shoes,112.8,108,4.8,0,0,0,0,0,0,0,0
"WEEK OF NOV 14, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.3,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF NOV 21, 2016 (B)",Adidas : Apparel,388.7,0,388.7,0,0,0,0,0,0,0,0
"WEEK OF NOV 21, 2016 (B)",Adidas : Athleticwear & Sneakers Men,605.9,0,605.9,0,0,0,0,0,0,0,0
"WEEK OF NOV 21, 2016 (B)",Adidas : Sneakers Men,247.9,117,130.9,0,0,0,0,0,0,0,0
"WEEK OF NOV 21, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.3,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF NOV 28, 2016 (B)",Adidas : Apparel,305.7,0,270.9,0,0,0,0,0,0,0,34.8
"WEEK OF NOV 28, 2016 (B)",Adidas : Athleticwear & Sneakers Men,490.2,0,490.2,0,0,0,0,0,0,0,0
"WEEK OF NOV 28, 2016 (B)",Adidas : Athleticwear Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 28, 2016 (B)",Adidas : Sneakers Men,503.4,100,403.3,0.1,0,0,0,0,0,0,0
"WEEK OF NOV 28, 2016 (B)",ADIDAS FACTORY OUTLET : Family,4.1,0,0,0,0,0,0,0,0,4.1,0
"WEEK OF NOV 28, 2016 (B)",Adidas Sports Performance Store : Sporting Goods Store,24.2,0,0,0,0,0,0,0,0,0,24.2
"WEEK OF DEC 05, 2016 (B)",Adidas : Apparel,33.8,0,33.8,0,0,0,0,0,0,0,0
"WEEK OF DEC 05, 2016 (B)",Adidas : Athleticwear & Sneakers Men,19.5,0,19.5,0,0,0,0,0,0,0,0
"WEEK OF DEC 05, 2016 (B)",Adidas : Athleticwear Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 05, 2016 (B)",Adidas : Sneakers Men,42.5,13.4,29.1,0,0,0,0,0,0,0,0
"WEEK OF DEC 05, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.9,0,0,0,0,0,0,0,0,3.9,0
"WEEK OF DEC 05, 2016 (B)",Adidas Shoe Store : Men & Women,1.1,0,0,0,0,0,0,1.1,0,0,0
"WEEK OF DEC 12, 2016 (B)",Adidas : Apparel,66,0,66,0,0,0,0,0,0,0,0
"WEEK OF DEC 12, 2016 (B)",Adidas : Athleticwear & Sneakers Men,52.3,0,52.3,0,0,0,0,0,0,0,0
"WEEK OF DEC 12, 2016 (B)",Adidas : Sneakers Men,10.7,0,10.7,0,0,0,0,0,0,0,0
"WEEK OF DEC 12, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.9,0,0,0,0,0,0,0,0,3.9,0
"WEEK OF DEC 19, 2016 (B)",Adidas : Apparel,94.6,0,94.6,0,0,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Adidas : Athleticwear & Sneakers Men,110.4,0,110.4,0,0,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Adidas : Athleticwear Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",Adidas : Sneakers Men,348.9,333,8.8,7.1,0,0,0,0,0,0,0
"WEEK OF DEC 19, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.9,0,0,0,0,0,0,0,0,3.9,0
"WEEK OF DEC 26, 2016 (B)",Adidas : Apparel,3,0,3,0,0,0,0,0,0,0,0
"WEEK OF DEC 26, 2016 (B)",Adidas : Athleticwear & Sneakers Men,6.1,0,6.1,0,0,0,0,0,0,0,0
"WEEK OF DEC 26, 2016 (B)",Adidas : Athleticwear Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 26, 2016 (B)",ADIDAS FACTORY OUTLET : Family,3.3,0,0,0,0,0,0,0,0,3.3,0
"WEEK OF DEC 26, 2016 (B)",Shamrock Run & Festival/Adidas : Sponsored Event,0.8,0,0,0.8,0,0,0,0,0,0,0
"WEEK OF JAN 02, 2017 (B)",Shamrock Run & Festival/Adidas : Sponsored Event,2.1,0,0,2.1,0,0,0,0,0,0,0
"WEEK OF JAN 09, 2017 (B)",Shamrock Run & Festival/Adidas : Sponsored Event,0.8,0,0,0.8,0,0,0,0,0,0,0
