TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF OCT 07, 2013 (B)",Adidas : Sneakers Men,580.4,0,580.4,0,0,0,0,0,0,0,0
"WEEK OF OCT 07, 2013 (B)",Adidas : Soccer Apparel & Shoes,74.7,0,74.7,0,0,0,0,0,0,0,0
"WEEK OF OCT 07, 2013 (B)",Adidas CrazyQuick : Sneakers Men,10.5,0,10.5,0,0,0,0,0,0,0,0
"WEEK OF OCT 07, 2013 (B)",ADIDAS FACTORY OUTLET : Family,10.1,0,0,0,0,0,0,0,0,10.1,0
"WEEK OF OCT 07, 2013 (B)",Adidas Shoe Store : Men & Women,0.7,0,0,0,0,0,0,0.7,0,0,0
"WEEK OF OCT 07, 2013 (B)",Adidas Tent Sale : Sponsored Event,26.5,0,0,0,0,0,0,26.5,0,0,0
"WEEK OF OCT 07, 2013 (B)",USA Today Sports Hoopshype/Adidas : Sponsored Event,77.9,0,0,0,0,0,77.9,0,0,0,0
"WEEK OF OCT 14, 2013 (B)",Adidas : Sneakers Men,924.9,180,744.9,0,0,0,0,0,0,0,0
"WEEK OF OCT 14, 2013 (B)",Adidas : Soccer Apparel & Shoes,89.7,42,47.7,0,0,0,0,0,0,0,0
"WEEK OF OCT 14, 2013 (B)",ADIDAS FACTORY OUTLET : Family,10.1,0,0,0,0,0,0,0,0,10.1,0
"WEEK OF OCT 14, 2013 (B)",Adidas Warehouse : Men & Women,5.6,0,0,0,0,0,0,5.6,0,0,0
"WEEK OF OCT 21, 2013 (B)",Adidas : Apparel,3.1,0,0,0,0,0,0,3.1,0,0,0
"WEEK OF OCT 21, 2013 (B)",Adidas : Athleticwear & Sneakers Men,5.9,0,5.9,0,0,0,0,0,0,0,0
"WEEK OF OCT 21, 2013 (B)",Adidas : Sneakers Men,745.8,195,550.8,0,0,0,0,0,0,0,0
"WEEK OF OCT 21, 2013 (B)",Adidas : Soccer Apparel & Shoes,142.5,105,37.5,0,0,0,0,0,0,0,0
"WEEK OF OCT 21, 2013 (B)",ADIDAS FACTORY OUTLET : Family,10.1,0,0,0,0,0,0,0,0,10.1,0
"WEEK OF OCT 21, 2013 (B)",Adidas Outlet Store : Apparel Retailer,6.2,0,0,0,0,0,0,6.2,0,0,0
"WEEK OF OCT 28, 2013 (B)",Adidas : Apparel & Snowboard Equipment,47,0,0,0,47,0,0,0,0,0,0
"WEEK OF OCT 28, 2013 (B)",Adidas : Athleticwear & Sneakers Men,10.6,0,10.6,0,0,0,0,0,0,0,0
"WEEK OF OCT 28, 2013 (B)",Adidas : Footwear & RTW Men & Women,6,0,0,0,0,0,0,0,0,0,6
"WEEK OF OCT 28, 2013 (B)",Adidas : Sneakers Men,1420,132,1288,0,0,0,0,0,0,0,0
"WEEK OF OCT 28, 2013 (B)",Adidas : Soccer Apparel & Shoes,125.2,63,62.2,0,0,0,0,0,0,0,0
"WEEK OF OCT 28, 2013 (B)",Adidas : Sportswear Men & Women,2.5,0,0,0,0,0,0,0,0,0,2.5
"WEEK OF OCT 28, 2013 (B)",Adidas : Vignette,0.9,0,0,0.9,0,0,0,0,0,0,0
"WEEK OF OCT 28, 2013 (B)",Adidas Adi-Ease Eldridge : Sneakers Men,51.6,0,0,0,51.6,0,0,0,0,0,0
"WEEK OF OCT 28, 2013 (B)",Adidas Adizero : Sneakers Men,5.6,0,5.6,0,0,0,0,0,0,0,0
"WEEK OF OCT 28, 2013 (B)",ADIDAS AMERICA STORE,1.3,0,0,0,0,0,0,0,0,1.3,0
"WEEK OF OCT 28, 2013 (B)",Adidas Boost : Sneakers Men & Women,141.5,0,0,0,141.5,0,0,0,0,0,0
"WEEK OF OCT 28, 2013 (B)",Adidas Drose 4 : Sneakers Men,474.9,0,0,0,474.9,0,0,0,0,0,0
"WEEK OF OCT 28, 2013 (B)",ADIDAS FACTORY OUTLET : Family,10.2,0,0,0,0,0,0,0,0,10.2,0
"WEEK OF OCT 28, 2013 (B)",Adidas Outlet Store : Apparel Retailer,4.6,0,0,0,0,0,0,4.6,0,0,0
"WEEK OF OCT 28, 2013 (B)",Adidas Shoe Store : Men & Women,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF NOV 04, 2013 (B)",Adidas : Athleticwear & Sneakers Men,6,0,6,0,0,0,0,0,0,0,0
"WEEK OF NOV 04, 2013 (B)",Adidas : Sneakers Men,769.5,0,769.5,0,0,0,0,0,0,0,0
"WEEK OF NOV 04, 2013 (B)",Adidas : Soccer Apparel & Shoes,143.6,84,59.6,0,0,0,0,0,0,0,0
"WEEK OF NOV 04, 2013 (B)",Adidas : Soccer Shoes,42,42,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 04, 2013 (B)",ADIDAS AMERICA STORE,3.1,0,0,0,0,0,0,0,0,3.1,0
"WEEK OF NOV 04, 2013 (B)",ADIDAS FACTORY OUTLET : Family,10.4,0,0,0,0,0,0,0,0,10.4,0
"WEEK OF NOV 04, 2013 (B)",Adidas Outlet Store : Apparel Retailer,5.8,0,0,0,0,0,0,5.8,0,0,0
"WEEK OF NOV 04, 2013 (B)",Adidas Warehouse : Men & Women,2.4,0,0,0,0,0,0,2.4,0,0,0
"WEEK OF NOV 11, 2013 (B)",Adidas : Sneakers Men,183.8,0,183.8,0,0,0,0,0,0,0,0
"WEEK OF NOV 11, 2013 (B)",Adidas : Soccer Apparel & Shoes,35.1,0,35.1,0,0,0,0,0,0,0,0
"WEEK OF NOV 11, 2013 (B)",Adidas : Soccer Shoes,237.4,0,0,0,237.4,0,0,0,0,0,0
"WEEK OF NOV 11, 2013 (B)",ADIDAS AMERICA STORE,3.1,0,0,0,0,0,0,0,0,3.1,0
"WEEK OF NOV 11, 2013 (B)",ADIDAS FACTORY OUTLET : Family,10.4,0,0,0,0,0,0,0,0,10.4,0
"WEEK OF NOV 11, 2013 (B)",Adidas Outlet Store : Apparel Retailer,4.7,0,0,0,0,0,0,4.7,0,0,0
"WEEK OF NOV 18, 2013 (B)",Adidas : Athleticwear & Sneakers Men,6,0,6,0,0,0,0,0,0,0,0
"WEEK OF NOV 18, 2013 (B)",Adidas : Sneakers Men,109.2,90,19.2,0,0,0,0,0,0,0,0
"WEEK OF NOV 18, 2013 (B)",Adidas : Soccer Apparel & Shoes,54.1,0,54.1,0,0,0,0,0,0,0,0
"WEEK OF NOV 18, 2013 (B)",ADIDAS AMERICA STORE,3.1,0,0,0,0,0,0,0,0,3.1,0
"WEEK OF NOV 18, 2013 (B)",ADIDAS FACTORY OUTLET : Family,10.4,0,0,0,0,0,0,0,0,10.4,0
"WEEK OF NOV 25, 2013 (B)",Adidas : Athleticwear & Sneakers Men,7,0,7,0,0,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",Adidas : Footwear & RTW Men & Women,1.9,0,0,0,0,0,0,0,0,0,1.9
"WEEK OF NOV 25, 2013 (B)",Adidas : Soccer Shoes,237.4,0,0,0,237.4,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",Adidas : Vignette,0.8,0,0,0.8,0,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",Adidas Ali-Ease Nestor : Sneakers Men,51.6,0,0,0,51.6,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",ADIDAS AMERICA STORE,2.7,0,0,0,0,0,0,0,0,2.7,0
"WEEK OF NOV 25, 2013 (B)",ADIDAS FACTORY OUTLET : Family,10.1,0,0,0,0,0,0,0,0,10.1,0
"WEEK OF NOV 25, 2013 (B)",Adidas Shoe Store : Men & Women,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF DEC 02, 2013 (B)",Adidas : Athleticwear & Sneakers Men,3,0,3,0,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",Adidas : Soccer Apparel & Shoes,98.5,0,98.5,0,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",ADIDAS AMERICA STORE,0.4,0,0,0,0,0,0,0,0,0.4,0
"WEEK OF DEC 02, 2013 (B)",ADIDAS FACTORY OUTLET : Family,8.2,0,0,0,0,0,0,0,0,8.2,0
"WEEK OF DEC 02, 2013 (B)",Adidas Warehouse : Men & Women,0.9,0,0,0,0,0,0,0.9,0,0,0
"WEEK OF DEC 09, 2013 (B)",ADIDAS AMERICA STORE,0.4,0,0,0,0,0,0,0,0,0.4,0
"WEEK OF DEC 09, 2013 (B)",Adidas Brazuca Soccer Balls & FIFA World Cup Brazil 2014 Spectator Sporting Event : Combo,308.7,0,0,0,308.7,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",ADIDAS FACTORY OUTLET : Family,8.2,0,0,0,0,0,0,0,0,8.2,0
"WEEK OF DEC 16, 2013 (B)",ADIDAS AMERICA STORE,0.4,0,0,0,0,0,0,0,0,0.4,0
"WEEK OF DEC 16, 2013 (B)",ADIDAS FACTORY OUTLET : Family,8.2,0,0,0,0,0,0,0,0,8.2,0
"WEEK OF DEC 23, 2013 (B)",ADIDAS AMERICA STORE,0.4,0,0,0,0,0,0,0,0,0.4,0
"WEEK OF DEC 23, 2013 (B)",ADIDAS FACTORY OUTLET : Family,8.2,0,0,0,0,0,0,0,0,8.2,0
"WEEK OF DEC 30, 2013 (B)",ADIDAS AMERICA STORE,0.1,0,0,0,0,0,0,0,0,0.1,0
"WEEK OF DEC 30, 2013 (B)",ADIDAS FACTORY OUTLET : Family,2.6,0,0,0,0,0,0,0,0,2.6,0
"WEEK OF DEC 30, 2013 (B)",Adidas Shoe Store : Men & Women,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF DEC 30, 2013 (B)",Adidas Supernova Glide Boost : Sneakers Men & Women,190.3,0,0,0,190.3,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",ADIDAS FACTORY OUTLET : Family,0.4,0,0,0,0,0,0,0,0,0.4,0
"WEEK OF JAN 13, 2014 (B)",ADIDAS FACTORY OUTLET : Family,0.4,0,0,0,0,0,0,0,0,0.4,0
"WEEK OF JAN 13, 2014 (B)",Adidas Tent Sale : Sponsored Event,3.8,0,0,0,0,0,0,3.8,0,0,0
"WEEK OF JAN 13, 2014 (B)",MLS Superdraft Philly 2014/Adidas : Sponsored Event,37,0,0,0,0,0,0,37,0,0,0
"WEEK OF JAN 20, 2014 (B)",Adidas Adizero : Golf Shoes,19.6,0,19.6,0,0,0,0,0,0,0,0
"WEEK OF JAN 20, 2014 (B)",ADIDAS FACTORY OUTLET : Family,0.4,0,0,0,0,0,0,0,0,0.4,0
"WEEK OF JAN 20, 2014 (B)",Adidas Giant Tent Sale : Sponsored Event,2.2,0,0,0,0,0,0,2.2,0,0,0
"WEEK OF JAN 20, 2014 (B)",Adidas Shoe Store : Men & Women,4,0,0,0,0,0,0,4,0,0,0
"WEEK OF JAN 20, 2014 (B)",Adidas Tent Sale : Sponsored Event,3.8,0,0,0,0,0,0,3.8,0,0,0
"WEEK OF JAN 27, 2014 (B)",ADIDAS FACTORY OUTLET : Family,0.4,0,0,0,0,0,0,0,0,0.4,0
"WEEK OF JAN 27, 2014 (B)",Adidas Shoe Store : Men & Women,7.9,0,0,0,0,0,0,5.7,0,0,2.3
"WEEK OF JAN 27, 2014 (B)",Adidas Tent Sale : Sponsored Event,15.6,0,0,0,0,0,0,15.6,0,0,0
"WEEK OF FEB 03, 2014 (B)",Adidas Clothing Store : Men & Women,8.6,0,0,0,0,0,0,8.6,0,0,0
"WEEK OF FEB 03, 2014 (B)",ADIDAS FACTORY OUTLET : Family,0.6,0,0,0,0,0,0,0,0,0.6,0
"WEEK OF FEB 03, 2014 (B)",Adidas Shoe Store : Men & Women,5.4,0,0,0,0,0,0,5.4,0,0,0
"WEEK OF FEB 03, 2014 (B)",Adidas Warehouse : Men & Women,1.8,0,0,0,0,0,0,1.8,0,0,0
"WEEK OF FEB 10, 2014 (B)",ADIDAS FACTORY OUTLET : Family,0.6,0,0,0,0,0,0,0,0,0.6,0
"WEEK OF FEB 10, 2014 (B)",Adidas Shoe Store : Men & Women,21.4,0,0,0,0,0,0,21.4,0,0,0
"WEEK OF FEB 17, 2014 (B)",Adidas Adizero : Sneakers Men & Women,119.2,0,0,0,0,0,0,119.2,0,0,0
"WEEK OF FEB 17, 2014 (B)",ADIDAS FACTORY OUTLET : Family,0.6,0,0,0,0,0,0,0,0,0.6,0
"WEEK OF FEB 17, 2014 (B)",Adidas Warehouse : Men & Women,24.5,0,0,0,0,0,0,24.5,0,0,0
"WEEK OF FEB 24, 2014 (B)",Adidas Boost : Sneakers Men & Women,636,0,0,0,636,0,0,0,0,0,0
"WEEK OF FEB 24, 2014 (B)",Adidas Climawarm : Jackets Men,389,0,0,0,389,0,0,0,0,0,0
"WEEK OF FEB 24, 2014 (B)",ADIDAS FACTORY OUTLET : Family,1.7,0,0,0,0,0,0,0,0,1.7,0
"WEEK OF FEB 24, 2014 (B)",Adidas Shoe Store : Men & Women,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF MAR 03, 2014 (B)",ADIDAS FACTORY OUTLET : Family,4.5,0,0,0,0,0,0,0,0,4.5,0
"WEEK OF MAR 03, 2014 (B)",Shamrock Run & Festival/Adidas : Sponsored Event,0.2,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF MAR 10, 2014 (B)",Adidas Clothing Store : Men & Women,2,0,0,0,0,0,0,2,0,0,0
"WEEK OF MAR 10, 2014 (B)",ADIDAS FACTORY OUTLET : Family,4.5,0,0,0,0,0,0,0,0,4.5,0
"WEEK OF MAR 10, 2014 (B)",Adidas Shoe Store : Men & Women,1.8,0,0,0,0,0,0,1.8,0,0,0
"WEEK OF MAR 10, 2014 (B)",Adidas Tent Sale : Sponsored Event,7.9,0,0,0,0,0,0,7.9,0,0,0
"WEEK OF MAR 10, 2014 (B)",Shamrock Run & Festival/Adidas : Sponsored Event,3.4,0,0,3.4,0,0,0,0,0,0,0
"WEEK OF MAR 17, 2014 (B)",Adidas Adizero : Golf Shoes,0.6,0,0,0.6,0,0,0,0,0,0,0
"WEEK OF MAR 17, 2014 (B)",Adidas Clothing Store : Men & Women,4,0,0,0,0,0,0,4,0,0,0
"WEEK OF MAR 17, 2014 (B)",ADIDAS FACTORY OUTLET : Family,4.5,0,0,0,0,0,0,0,0,4.5,0
"WEEK OF MAR 17, 2014 (B)",Adidas Shoe Store : Men & Women,0.7,0,0,0,0,0,0,0.7,0,0,0
"WEEK OF MAR 17, 2014 (B)",Adidas Tent Sale : Sponsored Event,1.4,0,0,0,0,0,0,1.4,0,0,0
"WEEK OF MAR 17, 2014 (B)",Adidas Warehouse : Men & Women,7.2,0,0,0,0,0,0,7.2,0,0,0
"WEEK OF MAR 24, 2014 (B)",ADIDAS FACTORY OUTLET : Family,4.5,0,0,0,0,0,0,0,0,4.5,0
"WEEK OF MAR 24, 2014 (B)",Adidas Tent Sale : Sponsored Event,5.7,0,0,0,0,0,0,5.7,0,0,0
"WEEK OF MAR 31, 2014 (B)",Adidas : Vignette,1.4,0,1.4,0,0,0,0,0,0,0,0
"WEEK OF MAR 31, 2014 (B)",Adidas Adizero : Golf Shoes,777.9,0,0,0,777.9,0,0,0,0,0,0
"WEEK OF MAR 31, 2014 (B)",ADIDAS FACTORY OUTLET : Family,2.6,0,0,0,0,0,0,0,0,2.6,0
"WEEK OF MAR 31, 2014 (B)",Adidas Shoe Store : Men & Women,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF APR 07, 2014 (B)",Adidas Adizero : Golf Shoes,8.1,0,8.1,0,0,0,0,0,0,0,0
"WEEK OF APR 07, 2014 (B)",ADIDAS FACTORY OUTLET : Family,2.3,0,0,0,0,0,0,0,0,2.3,0
"WEEK OF APR 07, 2014 (B)",Adidas Warehouse : Men & Women,1.3,0,0,0,0,0,0,1.3,0,0,0
"WEEK OF APR 14, 2014 (B)",Adidas : Sneakers Men & Women,0.6,0,0,0.6,0,0,0,0,0,0,0
"WEEK OF APR 14, 2014 (B)",Adidas Adizero : Golf Shoes,24.5,0,24.3,0.2,0,0,0,0,0,0,0
"WEEK OF APR 14, 2014 (B)",ADIDAS FACTORY OUTLET : Family,2.3,0,0,0,0,0,0,0,0,2.3,0
"WEEK OF APR 14, 2014 (B)",Adidas Outlet Store : Apparel Retailer,16.8,0,0,0,0,0,0,16.8,0,0,0
"WEEK OF APR 14, 2014 (B)",Adidas Shoe Store : Men & Women,12.8,0,0,0,0,0,0,12.8,0,0,0
"WEEK OF APR 21, 2014 (B)",Adidas : Sneakers Men & Women,4.9,0,0,4.9,0,0,0,0,0,0,0
"WEEK OF APR 21, 2014 (B)",Adidas Adizero : Golf Shoes,13.9,0,13.9,0,0,0,0,0,0,0,0
"WEEK OF APR 21, 2014 (B)",ADIDAS FACTORY OUTLET : Family,2.3,0,0,0,0,0,0,0,0,2.3,0
"WEEK OF APR 28, 2014 (B)",Adidas : Sneakers Men & Women,42.2,0,0,0,42.2,0,0,0,0,0,0
"WEEK OF APR 28, 2014 (B)",Adidas : Vignette,0.9,0,0.9,0,0,0,0,0,0,0,0
"WEEK OF APR 28, 2014 (B)",Adidas Adizero : Golf Shoes,19.7,0,19.5,0.2,0,0,0,0,0,0,0
"WEEK OF APR 28, 2014 (B)",Adidas Energy Boost : Sneakers Men & Women,297.2,0,0,0,297.2,0,0,0,0,0,0
"WEEK OF APR 28, 2014 (B)",ADIDAS FACTORY OUTLET : Family,3.4,0,0,0,0,0,0,0,0,3.4,0
"WEEK OF APR 28, 2014 (B)",Adidas Shoe Store : Men & Women,4.5,0,0,0,0,0,0,2.2,0,0,2.3
"WEEK OF APR 28, 2014 (B)",Adidas Warehouse : Men & Women,2.2,0,0,0,0,0,0,2.2,0,0,0
"WEEK OF MAY 05, 2014 (B)",Adidas Adizero : Golf Shoes,3.3,0,3.3,0,0,0,0,0,0,0,0
"WEEK OF MAY 05, 2014 (B)",Adidas Adizero One : Golf Shoes,2.1,0,0,2.1,0,0,0,0,0,0,0
"WEEK OF MAY 05, 2014 (B)",ADIDAS FACTORY OUTLET : Family,4.3,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF MAY 12, 2014 (B)",ADIDAS FACTORY OUTLET : Family,4.3,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF MAY 12, 2014 (B)",Adidas Shoe Store : Men & Women,5.4,0,0,0,0,0,0,5.4,0,0,0
"WEEK OF MAY 12, 2014 (B)",Adidas Tent Sale : Sponsored Event,1.8,0,0,0,0,0,0,1.8,0,0,0
"WEEK OF MAY 12, 2014 (B)",Adidas Warehouse : Men & Women,1.6,0,0,0,0,0,0,1.6,0,0,0
"WEEK OF MAY 19, 2014 (B)",Adidas : Apparel,80,80,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 19, 2014 (B)",Adidas : Athleticwear & Sneakers Men & Women,0.4,0,0,0,0,0,0,0.4,0,0,0
"WEEK OF MAY 19, 2014 (B)",Adidas : Athleticwear Men & Women,0.4,0,0,0,0,0,0,0.4,0,0,0
"WEEK OF MAY 19, 2014 (B)",ADIDAS FACTORY OUTLET : Family,4.3,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF MAY 19, 2014 (B)",Adidas Outlet Store : Apparel Retailer,5.2,0,0,0,0,0,0,5.2,0,0,0
"WEEK OF MAY 19, 2014 (B)",Adidas Shoe Store : Men & Women,8.6,0,0,0,0,0,0,8.6,0,0,0
"WEEK OF MAY 19, 2014 (B)",Adidas Tent Sale : Sponsored Event,0.6,0,0,0,0,0,0,0.6,0,0,0
"WEEK OF MAY 26, 2014 (B)",Adidas : Golf Shoes,9.8,0,9.8,0,0,0,0,0,0,0,0
"WEEK OF MAY 26, 2014 (B)",ADIDAS FACTORY OUTLET : Family,4.6,0,0,0,0,0,0,0,0,4.6,0
"WEEK OF MAY 26, 2014 (B)",Adidas Shoe Store : Men & Women,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF MAY 26, 2014 (B)",Adidas Soccer : Apparel,4,0,0,0,0,0,0,0,0,0,4
"WEEK OF JUN 02, 2014 (B)",Adidas : Golf Shoes,50.8,0,50.8,0,0,0,0,0,0,0,0
"WEEK OF JUN 02, 2014 (B)",ADIDAS FACTORY OUTLET : Family,6.8,0,0,0,0,0,0,0,0,6.8,0
"WEEK OF JUN 02, 2014 (B)",Adidas Gripmore : Sneakers Men & Women,88.4,0,0,0,88.4,0,0,0,0,0,0
"WEEK OF JUN 02, 2014 (B)",Adidas Shoe Store : Men & Women,11.1,0,0,0,0,0,0,11.1,0,0,0
"WEEK OF JUN 09, 2014 (B)",Adidas : Apparel,232.2,0,232.2,0,0,0,0,0,0,0,0
"WEEK OF JUN 09, 2014 (B)",Adidas : Apparel & Misc Team Sport Equipment,0.3,0,0.3,0,0,0,0,0,0,0,0
"WEEK OF JUN 09, 2014 (B)",Adidas : Golf Shoes,21.7,0,21.7,0,0,0,0,0,0,0,0
"WEEK OF JUN 09, 2014 (B)",Adidas : Soccer Shoes,133.3,119.7,10,3.6,0,0,0,0,0,0,0
"WEEK OF JUN 09, 2014 (B)",Adidas Battle Pack : Sneakers Men,86.9,0,86.9,0,0,0,0,0,0,0,0
"WEEK OF JUN 09, 2014 (B)",Adidas Battle Pack : Soccer Shoes,1639.4,718.2,436.8,0,484.4,0,0,0,0,0,0
"WEEK OF JUN 09, 2014 (B)",Adidas Boost : Sneakers Men & Women,2.1,0,2.1,0,0,0,0,0,0,0,0
"WEEK OF JUN 09, 2014 (B)",ADIDAS FACTORY OUTLET : Family,6.8,0,0,0,0,0,0,0,0,6.8,0
"WEEK OF JUN 09, 2014 (B)",Adidas Gripmore : Golf Shoes,18.3,0,18.3,0,0,0,0,0,0,0,0
"WEEK OF JUN 09, 2014 (B)",Adidas Outlet Store : Apparel Retailer,0.8,0,0,0,0,0,0,0.8,0,0,0
"WEEK OF JUN 09, 2014 (B)",Adidas Tent Sale : Sponsored Event,1.4,0,0,0,0,0,0,1.4,0,0,0
"WEEK OF JUN 09, 2014 (B)",Adidas Warehouse : Men & Women,0.9,0,0,0,0,0,0,0.9,0,0,0
"WEEK OF JUN 16, 2014 (B)",Adidas : Apparel,166.3,0,166.3,0,0,0,0,0,0,0,0
"WEEK OF JUN 16, 2014 (B)",Adidas : Golf Shoes,58.9,0,58.9,0,0,0,0,0,0,0,0
"WEEK OF JUN 16, 2014 (B)",Adidas : Soccer Shoes,1032.4,478.8,553.6,0,0,0,0,0,0,0,0
"WEEK OF JUN 16, 2014 (B)",Adidas Battle Pack : Soccer Shoes,2142.2,0,2142.2,0,0,0,0,0,0,0,0
"WEEK OF JUN 16, 2014 (B)",ADIDAS FACTORY OUTLET : Family,6.8,0,0,0,0,0,0,0,0,6.8,0
"WEEK OF JUN 16, 2014 (B)",Adidas Gripmore : Golf Shoes,8.4,0,8.4,0,0,0,0,0,0,0,0
"WEEK OF JUN 23, 2014 (B)",Adidas : Apparel,136.6,0,136.6,0,0,0,0,0,0,0,0
"WEEK OF JUN 23, 2014 (B)",Adidas : Athleticwear & Sneakers Men,1188,1188,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 23, 2014 (B)",Adidas : Golf Shoes,65.8,0,65.8,0,0,0,0,0,0,0,0
"WEEK OF JUN 23, 2014 (B)",Adidas : Sneakers Men,219.5,0,219.5,0,0,0,0,0,0,0,0
"WEEK OF JUN 23, 2014 (B)",Adidas : Soccer Shoes,1002.6,237.6,765,0,0,0,0,0,0,0,0
"WEEK OF JUN 23, 2014 (B)",Adidas Adizero : Soccer Shoes,34.2,0,34.2,0,0,0,0,0,0,0,0
"WEEK OF JUN 23, 2014 (B)",Adidas Battle Pack : Soccer Shoes,771.8,0,771.8,0,0,0,0,0,0,0,0
"WEEK OF JUN 23, 2014 (B)",ADIDAS FACTORY OUTLET : Family,6.8,0,0,0,0,0,0,0,0,6.8,0
"WEEK OF JUN 23, 2014 (B)",Adidas Gripmore : Golf Shoes,2,0,2,0,0,0,0,0,0,0,0
"WEEK OF JUN 23, 2014 (B)",Adidas Predator : Soccer Shoes,10.4,0,10.4,0,0,0,0,0,0,0,0
"WEEK OF JUN 23, 2014 (B)",Adidas Warehouse : Men & Women,5.9,0,0,0,0,0,0,5.9,0,0,0
"WEEK OF JUN 30, 2014 (B)",Adidas : Apparel,498.2,0,498.2,0,0,0,0,0,0,0,0
"WEEK OF JUN 30, 2014 (B)",Adidas : Golf Shoes,40.8,0,40.8,0,0,0,0,0,0,0,0
"WEEK OF JUN 30, 2014 (B)",Adidas : Soccer Shoes,1137.5,237.6,899.9,0,0,0,0,0,0,0,0
"WEEK OF JUN 30, 2014 (B)",Adidas Battle Pack : Soccer Shoes,91.2,65.2,26,0,0,0,0,0,0,0,0
"WEEK OF JUN 30, 2014 (B)",Adidas Climachill : Athleticwear Men,194.4,0,0,0,194.4,0,0,0,0,0,0
"WEEK OF JUN 30, 2014 (B)",Adidas Climacool : Shirts Men,439.2,0,0,0,439.2,0,0,0,0,0,0
"WEEK OF JUN 30, 2014 (B)",Adidas Clothing Store : Men & Women,84.3,0,0,0,0,0,0,0,0,0,84.3
"WEEK OF JUN 30, 2014 (B)",ADIDAS FACTORY OUTLET : Family,5,0,0,0,0,0,0,0,0,5,0
"WEEK OF JUN 30, 2014 (B)",Adidas Gripmore : Golf Shoes,3.7,0,3.7,0,0,0,0,0,0,0,0
"WEEK OF JUN 30, 2014 (B)",Adidas Gripmore : Sneakers Men & Women,338.7,0,0,0,338.7,0,0,0,0,0,0
"WEEK OF JUN 30, 2014 (B)",Adidas Shoe Store : Men & Women,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF JUN 30, 2014 (B)",Adidas Supernova Sequence : Sneakers Men,297.2,0,0,0,297.2,0,0,0,0,0,0
"WEEK OF JUL 07, 2014 (B)",Adidas : Apparel,582.5,0,582.5,0,0,0,0,0,0,0,0
"WEEK OF JUL 07, 2014 (B)",Adidas : Golf Shoes,9.8,0,9.8,0,0,0,0,0,0,0,0
"WEEK OF JUL 07, 2014 (B)",Adidas : Sneakers Men,21.7,0,21.7,0,0,0,0,0,0,0,0
"WEEK OF JUL 07, 2014 (B)",Adidas : Soccer Apparel & Shoes,493.7,493.7,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 07, 2014 (B)",Adidas : Soccer Shoes,1541.2,987.4,553.8,0,0,0,0,0,0,0,0
"WEEK OF JUL 07, 2014 (B)",Adidas Battle Pack : Soccer Shoes,355.8,32.6,323.2,0,0,0,0,0,0,0,0
"WEEK OF JUL 07, 2014 (B)",Adidas Clothing Store : Men & Women,3.1,0,0,0,0,0,0,3.1,0,0,0
"WEEK OF JUL 07, 2014 (B)",ADIDAS FACTORY OUTLET : Family,4.7,0,0,0,0,0,0,0,0,4.7,0
"WEEK OF JUL 07, 2014 (B)",Adidas Gripmore : Golf Shoes,3.9,0,3.9,0,0,0,0,0,0,0,0
"WEEK OF JUL 07, 2014 (B)",Adidas Warehouse : Men & Women,1.3,0,0,0,0,0,0,1.3,0,0,0
"WEEK OF JUL 14, 2014 (B)",Adidas : Golf Shoes,4.4,0,4.4,0,0,0,0,0,0,0,0
"WEEK OF JUL 14, 2014 (B)",ADIDAS FACTORY OUTLET : Family,4.7,0,0,0,0,0,0,0,0,4.7,0
"WEEK OF JUL 14, 2014 (B)",Adidas Gripmore : Golf Shoes,6.2,0,6.2,0,0,0,0,0,0,0,0
"WEEK OF JUL 21, 2014 (B)",Adidas : Golf Shoes,22.6,0,22.6,0,0,0,0,0,0,0,0
